task_id,category,gold_label,predicted_label,label_correct,verifier_valid,trace_grounded,direct_f1,closure_f1,first_violation_step,num_violations,num_formula_violations,question,gold_relations,pred_edges,answer
te3_test_CNN_20130322_314_l15,tempeval_relation,AFTER,UNKNOWN,0,0,0,0.0,0.0,0,2,1,"Title:
Obama gets diplomatic coup before heading to refugee-flooded Jordan

Passage:
It happened in a phone call to Erdogan during a final meeting between Obama and Netanyahu at Ben Gurion International Airport in Tel Aviv minutes before Air Force One departed for Jordan to complete the president's Middle East swing. It is the first foreign trip of his second term.

Determine the temporal relation between the following event mentions.
- departed [ei12]
- happened [ei10]

Use one of: BEFORE, AFTER, SIMULTANEOUS, UNKNOWN.","[[""departed [ei12]"", ""happened [ei10]"", ""AFTER""]]","[[""happened"", ""departed"", ""BEFORE""]]",BEFORE
te3_test_CNN_20130322_314_l16,tempeval_relation,AFTER,UNKNOWN,0,0,0,0.0,0.0,2,2,1,"Title:
Obama gets diplomatic coup before heading to refugee-flooded Jordan

Passage:
It happened in a phone call to Erdogan during a final meeting between Obama and Netanyahu at Ben Gurion International Airport in Tel Aviv minutes before Air Force One departed for Jordan to complete the president's Middle East swing. It is the first foreign trip of his second term.

Determine the temporal relation between the following event mentions.
- complete [ei13]
- happened [ei10]

Use one of: BEFORE, AFTER, SIMULTANEOUS, UNKNOWN.","[[""complete [ei13]"", ""happened [ei10]"", ""AFTER""]]","[[""complete"", ""happened"", ""AFTER""]]",AFTER
te3_test_CNN_20130322_314_l24,tempeval_relation,BEFORE,BEFORE,1,1,1,1.0,1.0,,0,0,"Title:
Obama gets diplomatic coup before heading to refugee-flooded Jordan

Passage:
A statement from Netanyahu's office said the apology included an offer of compensation. However, there was confusion later when the Israeli government dropped a reference in its original statement to normalized relations between the countries with a return of ambassadors.

Determine the temporal relation between the following event mentions.
- said [ei15]
- dropped [ei18]

Use one of: BEFORE, AFTER, SIMULTANEOUS, UNKNOWN.","[[""said [ei15]"", ""dropped [ei18]"", ""BEFORE""]]","[[""said [ei15]"", ""dropped [ei18]"", ""BEFORE""]]",BEFORE
te3_test_CNN_20130322_314_l26,tempeval_relation,BEFORE,BEFORE,1,1,1,1.0,1.0,,0,0,"Title:
Obama gets diplomatic coup before heading to refugee-flooded Jordan

Passage:
A statement from Netanyahu's office said the apology included an offer of compensation. However, there was confusion later when the Israeli government dropped a reference in its original statement to normalized relations between the countries with a return of ambassadors. There also was no word on whether the once-close nations would resume the joint military exercises that were suspended after the flotilla raid.

Determine the temporal relation between the following event mentions.
- dropped [ei18]
- resume [ei19]

Use one of: BEFORE, AFTER, SIMULTANEOUS, UNKNOWN.","[[""dropped [ei18]"", ""resume [ei19]"", ""BEFORE""]]","[[""dropped [ei18]"", ""resume [ei19]"", ""BEFORE""]]",BEFORE
te3_test_CNN_20130322_314_l28,tempeval_relation,BEFORE,UNKNOWN,0,0,0,0.0,0.0,0,2,1,"Title:
Obama gets diplomatic coup before heading to refugee-flooded Jordan

Passage:
There also was no word on whether the once-close nations would resume the joint military exercises that were suspended after the flotilla raid.

Determine the temporal relation between the following event mentions.
- suspended [ei21]
- resume [ei19]

Use one of: BEFORE, AFTER, SIMULTANEOUS, UNKNOWN.","[[""suspended [ei21]"", ""resume [ei19]"", ""BEFORE""]]","[[""suspended"", ""resume"", ""BEFORE""]]",BEFORE
te3_test_CNN_20130322_314_l29,tempeval_relation,BEFORE,UNKNOWN,0,0,0,0.0,0.0,0,2,1,"Title:
Obama gets diplomatic coup before heading to refugee-flooded Jordan

Passage:
There also was no word on whether the once-close nations would resume the joint military exercises that were suspended after the flotilla raid.

Determine the temporal relation between the following event mentions.
- raid [ei22]
- resume [ei19]

Use one of: BEFORE, AFTER, SIMULTANEOUS, UNKNOWN.","[[""raid [ei22]"", ""resume [ei19]"", ""BEFORE""]]","[[""raid"", ""resume"", ""BEFORE""]]",BEFORE
te3_test_CNN_20130322_314_l36,tempeval_relation,BEFORE,UNKNOWN,0,0,0,0.0,0.0,0,2,1,"Title:
Obama gets diplomatic coup before heading to refugee-flooded Jordan

Passage:
Turkey had been prosecuting four Israeli soldiers in absentia and Israel initially said the two leaders agreed to the cancellation of legal steps against the troops. Later, however, its amended statement omitted that action as well.

Determine the temporal relation between the following event mentions.
- said [ei24]
- omitted [ei27]

Use one of: BEFORE, AFTER, SIMULTANEOUS, UNKNOWN.","[[""said [ei24]"", ""omitted [ei27]"", ""BEFORE""]]","[[""said"", ""omitted"", ""BEFORE""]]",BEFORE
te3_test_CNN_20130322_314_l107,tempeval_relation,BEFORE,AFTER,0,1,1,0.0,0.0,,0,0,"Title:
Obama gets diplomatic coup before heading to refugee-flooded Jordan

Passage:
President Barack Obama arrived in refugee-flooded Jordan on Friday after scoring a diplomatic coup just before leaving Israel when Prime Minister Benjamin Netanyahu apologized to Turkey for a 2010 commando raid that killed nine activists on a Turkish vessel in a Gaza-bound flotilla.

Determine the temporal relation between the following event mentions.
- leaving [ei4]
- scoring [ei2]

Use one of: BEFORE, AFTER, SIMULTANEOUS, UNKNOWN.","[[""leaving [ei4]"", ""scoring [ei2]"", ""BEFORE""]]","[[""leaving [ei4]"", ""scoring [ei2]"", ""AFTER""]]",AFTER
te3_test_CNN_20130322_314_l108,tempeval_relation,SIMULTANEOUS,SIMULTANEOUS,1,1,1,1.0,0.0,,0,0,"Title:
Obama gets diplomatic coup before heading to refugee-flooded Jordan

Passage:
President Barack Obama arrived in refugee-flooded Jordan on Friday after scoring a diplomatic coup just before leaving Israel when Prime Minister Benjamin Netanyahu apologized to Turkey for a 2010 commando raid that killed nine activists on a Turkish vessel in a Gaza-bound flotilla.

Determine the temporal relation between the following event mentions.
- scoring [ei2]
- apologized [ei5]

Use one of: BEFORE, AFTER, SIMULTANEOUS, UNKNOWN.","[[""scoring [ei2]"", ""apologized [ei5]"", ""SIMULTANEOUS""]]","[[""scoring [ei2]"", ""apologized [ei5]"", ""SIMULTANEOUS""]]",SIMULTANEOUS
te3_test_CNN_20130322_314_l109,tempeval_relation,SIMULTANEOUS,UNKNOWN,0,0,0,0.0,0.0,0,2,1,"Title:
Obama gets diplomatic coup before heading to refugee-flooded Jordan

Passage:
President Barack Obama arrived in refugee-flooded Jordan on Friday after scoring a diplomatic coup just before leaving Israel when Prime Minister Benjamin Netanyahu apologized to Turkey for a 2010 commando raid that killed nine activists on a Turkish vessel in a Gaza-bound flotilla. The apology, long sought by Turkish Prime Minister Recep Erdogan, eased strained feelings between Turkey and Israel, two vital U.S. allies in the Middle East. It happened in a phone call to Erdogan during a final meeting between Obama and Netanyahu at Ben Gurion International Airport in Tel Aviv minutes before Air Force One departed for Jordan to complete the president's Middle East swing. It is the first foreign trip of his second term.

Determine the temporal relation between the following event mentions.
- happened [ei10]
- apologized [ei5]

Use one of: BEFORE, AFTER, SIMULTANEOUS, UNKNOWN.","[[""happened [ei10]"", ""apologized [ei5]"", ""SIMULTANEOUS""]]","[[""happened"", ""apologized"", ""AFTER""]]",AFTER
te3_test_CNN_20130322_314_l111,tempeval_relation,AFTER,UNKNOWN,0,0,0,0.0,0.0,0,2,1,"Title:
Obama gets diplomatic coup before heading to refugee-flooded Jordan

Passage:
President Barack Obama arrived in refugee-flooded Jordan on Friday after scoring a diplomatic coup just before leaving Israel when Prime Minister Benjamin Netanyahu apologized to Turkey for a 2010 commando raid that killed nine activists on a Turkish vessel in a Gaza-bound flotilla. The apology, long sought by Turkish Prime Minister Recep Erdogan, eased strained feelings between Turkey and Israel, two vital U.S. allies in the Middle East.

Determine the temporal relation between the following event mentions.
- eased [ei9]
- apologized [ei5]

Use one of: BEFORE, AFTER, SIMULTANEOUS, UNKNOWN.","[[""eased [ei9]"", ""apologized [ei5]"", ""AFTER""]]","[[""apologized"", ""eased"", ""BEFORE""]]",BEFORE
te3_test_CNN_20130322_314_l112,tempeval_relation,BEFORE,BEFORE,1,1,1,1.0,1.0,,0,0,"Title:
Obama gets diplomatic coup before heading to refugee-flooded Jordan

Passage:
President Barack Obama arrived in refugee-flooded Jordan on Friday after scoring a diplomatic coup just before leaving Israel when Prime Minister Benjamin Netanyahu apologized to Turkey for a 2010 commando raid that killed nine activists on a Turkish vessel in a Gaza-bound flotilla. The apology, long sought by Turkish Prime Minister Recep Erdogan, eased strained feelings between Turkey and Israel, two vital U.S. allies in the Middle East. It happened in a phone call to Erdogan during a final meeting between Obama and Netanyahu at Ben Gurion International Airport in Tel Aviv minutes before Air Force One departed for Jordan to complete the president's Middle East swing. It is the first foreign trip of his second term. A statement from Netanyahu's office said the apology included an offer of compensation. However, there was confusion later when the Israeli government dropped a reference in its original statement to normalized relations between the countries with a return of ambassadors.

Determine the temporal relation between the following event mentions.
- apologized [ei5]
- statement [ei100]

Use one of: BEFORE, AFTER, SIMULTANEOUS, UNKNOWN.","[[""apologized [ei5]"", ""statement [ei100]"", ""BEFORE""]]","[[""apologized [ei5]"", ""statement [ei100]"", ""BEFORE""]]",BEFORE
te3_test_CNN_20130322_314_l113,tempeval_relation,BEFORE,BEFORE,1,1,1,1.0,1.0,,0,0,"Title:
Obama gets diplomatic coup before heading to refugee-flooded Jordan

Passage:
A statement from Netanyahu's office said the apology included an offer of compensation. However, there was confusion later when the Israeli government dropped a reference in its original statement to normalized relations between the countries with a return of ambassadors.

Determine the temporal relation between the following event mentions.
- statement [ei100]
- dropped [ei18]

Use one of: BEFORE, AFTER, SIMULTANEOUS, UNKNOWN.","[[""statement [ei100]"", ""dropped [ei18]"", ""BEFORE""]]","[[""statement [ei100]"", ""dropped [ei18]"", ""BEFORE""]]",BEFORE
te3_test_WSJ_20130318_731_l3,tempeval_relation,BEFORE,SIMULTANEOUS,0,1,1,0.0,0.0,,0,0,"Title:
A New Game for Microsoft's Kinect

Passage:
Microsoft Corp. broke sales records in 2010 when it released its Kinect - a movement-tracking device that enabled Xbox users to play their favorite games through gestures alone, without need of a controller.

Determine the temporal relation between the following event mentions.
- released [ei2]
- broke [ei1]

Use one of: BEFORE, AFTER, SIMULTANEOUS, UNKNOWN.","[[""released [ei2]"", ""broke [ei1]"", ""BEFORE""]]","[[""broke [ei1]"", ""released [ei2]"", ""SIMULTANEOUS""]]",SIMULTANEOUS
te3_test_WSJ_20130318_731_l8,tempeval_relation,BEFORE,BEFORE,1,1,1,1.0,1.0,,0,0,"Title:
A New Game for Microsoft's Kinect

Passage:
Microsoft Corp. broke sales records in 2010 when it released its Kinect - a movement-tracking device that enabled Xbox users to play their favorite games through gestures alone, without need of a controller. Now, with the help of outside developers, the software giant is hoping to move the Kinect beyond gaming.

Determine the temporal relation between the following event mentions.
- broke [ei1]
- hoping [ei7]

Use one of: BEFORE, AFTER, SIMULTANEOUS, UNKNOWN.","[[""broke [ei1]"", ""hoping [ei7]"", ""BEFORE""]]","[[""broke [ei1]"", ""hoping [ei7]"", ""BEFORE""]]",BEFORE
te3_test_WSJ_20130318_731_l9,tempeval_relation,SIMULTANEOUS,SIMULTANEOUS,1,1,1,1.0,0.0,,0,0,"Title:
A New Game for Microsoft's Kinect

Passage:
Now, with the help of outside developers, the software giant is hoping to move the Kinect beyond gaming.

Determine the temporal relation between the following event mentions.
- help [ei6]
- hoping [ei7]

Use one of: BEFORE, AFTER, SIMULTANEOUS, UNKNOWN.","[[""help [ei6]"", ""hoping [ei7]"", ""SIMULTANEOUS""]]","[[""help [ei6]"", ""hoping [ei7]"", ""SIMULTANEOUS""]]",SIMULTANEOUS
te3_test_WSJ_20130318_731_l10,tempeval_relation,AFTER,AFTER,1,1,1,0.0,1.0,,0,0,"Title:
A New Game for Microsoft's Kinect

Passage:
Now, with the help of outside developers, the software giant is hoping to move the Kinect beyond gaming.

Determine the temporal relation between the following event mentions.
- move [ei8]
- hoping [ei7]

Use one of: BEFORE, AFTER, SIMULTANEOUS, UNKNOWN.","[[""move [ei8]"", ""hoping [ei7]"", ""AFTER""]]","[[""hoping [ei7]"", ""move [ei8]"", ""BEFORE""]]",BEFORE
te3_test_WSJ_20130318_731_l1001,tempeval_relation,AFTER,UNKNOWN,0,0,0,0.0,0.0,0,2,1,"Title:
A New Game for Microsoft's Kinect

Passage:
Microsoft is expanding into China with a company-funded incubator program for outside developers to build products based on Kinect technology for a range of industries including health care and retail.

Determine the temporal relation between the following event mentions.
- build [ei1000]
- expanding [ei9]

Use one of: BEFORE, AFTER, SIMULTANEOUS, UNKNOWN.","[[""build [ei1000]"", ""expanding [ei9]"", ""AFTER""]]","[[""expanding"", ""build"", ""BEFORE""]]",BEFORE
te3_test_WSJ_20130318_731_l12,tempeval_relation,SIMULTANEOUS,SIMULTANEOUS,1,1,1,1.0,0.0,,0,0,"Title:
A New Game for Microsoft's Kinect

Passage:
Now, with the help of outside developers, the software giant is hoping to move the Kinect beyond gaming. Microsoft is expanding into China with a company-funded incubator program for outside developers to build products based on Kinect technology for a range of industries including health care and retail.

Determine the temporal relation between the following event mentions.
- hoping [ei7]
- expanding [ei9]

Use one of: BEFORE, AFTER, SIMULTANEOUS, UNKNOWN.","[[""hoping [ei7]"", ""expanding [ei9]"", ""SIMULTANEOUS""]]","[[""hoping [ei7]"", ""expanding [ei9]"", ""SIMULTANEOUS""]]",SIMULTANEOUS
te3_test_WSJ_20130318_731_l15,tempeval_relation,AFTER,UNKNOWN,0,0,0,0.0,0.0,1,2,1,"Title:
A New Game for Microsoft's Kinect

Passage:
Microsoft is expanding into China with a company-funded incubator program for outside developers to build products based on Kinect technology for a range of industries including health care and retail. In the U.S., 11 companies were selected last year for the accelerator's first three-month class in Seattle, out of nearly 500 applicants. Microsoft said it has identified three companies for the China program to run through June.

Determine the temporal relation between the following event mentions.
- expanding [ei9]
- selected [ei10]

Use one of: BEFORE, AFTER, SIMULTANEOUS, UNKNOWN.","[[""expanding [ei9]"", ""selected [ei10]"", ""AFTER""]]","[[""expanding"", ""selected"", ""AFTER""]]",AFTER
te3_test_WSJ_20130318_731_l18,tempeval_relation,SIMULTANEOUS,UNKNOWN,0,0,0,0.0,0.0,0,2,1,"Title:
A New Game for Microsoft's Kinect

Passage:
In the U.S., 11 companies were selected last year for the accelerator's first three-month class in Seattle, out of nearly 500 applicants. Microsoft said it has identified three companies for the China program to run through June.

Determine the temporal relation between the following event mentions.
- selected [ei10]
- identified [ei12]

Use one of: BEFORE, AFTER, SIMULTANEOUS, UNKNOWN.","[[""selected [ei10]"", ""identified [ei12]"", ""SIMULTANEOUS""]]","[[""selected"", ""identified"", ""BEFORE""]]",BEFORE
te3_test_WSJ_20130318_731_l19,tempeval_relation,BEFORE,BEFORE,1,1,1,1.0,1.0,,0,0,"Title:
A New Game for Microsoft's Kinect

Passage:
In the U.S., 11 companies were selected last year for the accelerator's first three-month class in Seattle, out of nearly 500 applicants. Microsoft said it has identified three companies for the China program to run through June.

Determine the temporal relation between the following event mentions.
- identified [ei12]
- said [ei11]

Use one of: BEFORE, AFTER, SIMULTANEOUS, UNKNOWN.","[[""identified [ei12]"", ""said [ei11]"", ""BEFORE""]]","[[""identified [ei12]"", ""said [ei11]"", ""BEFORE""]]",BEFORE
te3_test_WSJ_20130318_731_l20,tempeval_relation,AFTER,UNKNOWN,0,0,0,0.0,0.0,0,2,1,"Title:
A New Game for Microsoft's Kinect

Passage:
In the U.S., 11 companies were selected last year for the accelerator's first three-month class in Seattle, out of nearly 500 applicants. Microsoft said it has identified three companies for the China program to run through June.

Determine the temporal relation between the following event mentions.
- run [ei13]
- said [ei11]

Use one of: BEFORE, AFTER, SIMULTANEOUS, UNKNOWN.","[[""run [ei13]"", ""said [ei11]"", ""AFTER""]]","[[""said"", ""run"", ""BEFORE""]]",BEFORE
te3_test_WSJ_20130318_731_l23,tempeval_relation,AFTER,AFTER,1,1,1,0.0,1.0,,0,0,"Title:
A New Game for Microsoft's Kinect

Passage:
The company gives each participating startup in the Seattle program $20,000 to create software that can be used with Kinect for Windows, but it is isn't asking for any ownership stakes or intellectual property rights. Microsoft also doesn't have any veto power over the ideas.

Determine the temporal relation between the following event mentions.
- create [ei15]
- gives [ei14]

Use one of: BEFORE, AFTER, SIMULTANEOUS, UNKNOWN.","[[""create [ei15]"", ""gives [ei14]"", ""AFTER""]]","[[""gives [ei14]"", ""create [ei15]"", ""BEFORE""]]",BEFORE
te3_test_WSJ_20130318_731_l25,tempeval_relation,BEFORE,UNKNOWN,0,0,0,0.0,0.0,0,2,1,"Title:
A New Game for Microsoft's Kinect

Passage:
The company gives each participating startup in the Seattle program $20,000 to create software that can be used with Kinect for Windows, but it is isn't asking for any ownership stakes or intellectual property rights. Microsoft also doesn't have any veto power over the ideas.

Determine the temporal relation between the following event mentions.
- asking [ei17]
- gives [ei14]

Use one of: BEFORE, AFTER, SIMULTANEOUS, UNKNOWN.","[[""asking [ei17]"", ""gives [ei14]"", ""BEFORE""]]","[[""asking"", ""gives"", ""SIMULTANEOUS""]]",SIMULTANEOUS
te3_test_WSJ_20130318_731_l27,tempeval_relation,SIMULTANEOUS,UNKNOWN,0,0,0,0.0,0.0,0,2,1,"Title:
A New Game for Microsoft's Kinect

Passage:
The company gives each participating startup in the Seattle program $20,000 to create software that can be used with Kinect for Windows, but it is isn't asking for any ownership stakes or intellectual property rights. Microsoft also doesn't have any veto power over the ideas.

Determine the temporal relation between the following event mentions.
- gives [ei14]
- have [ei18]

Use one of: BEFORE, AFTER, SIMULTANEOUS, UNKNOWN.","[[""gives [ei14]"", ""have [ei18]"", ""SIMULTANEOUS""]]","[[""gives"", ""have"", ""SIMULTANEOUS""]]",SIMULTANEOUS
te3_test_WSJ_20130318_731_l29,tempeval_relation,SIMULTANEOUS,SIMULTANEOUS,1,1,1,1.0,0.0,,0,0,"Title:
A New Game for Microsoft's Kinect

Passage:
The company gives each participating startup in the Seattle program $20,000 to create software that can be used with Kinect for Windows, but it is isn't asking for any ownership stakes or intellectual property rights. Microsoft also doesn't have any veto power over the ideas. What Microsoft gets are developers around the world working on ideas that could potentially open up Kinect for Windows' technology to new markets - and convince consumers and businesses to buy the company's hardware and make use of the potential apps.

Determine the temporal relation between the following event mentions.
- have [ei18]
- gets [ei19]

Use one of: BEFORE, AFTER, SIMULTANEOUS, UNKNOWN.","[[""have [ei18]"", ""gets [ei19]"", ""SIMULTANEOUS""]]","[[""have [ei18]"", ""gets [ei19]"", ""SIMULTANEOUS""]]",SIMULTANEOUS
te3_test_WSJ_20130318_731_l30,tempeval_relation,AFTER,UNKNOWN,0,0,0,0.0,0.0,0,2,1,"Title:
A New Game for Microsoft's Kinect

Passage:
What Microsoft gets are developers around the world working on ideas that could potentially open up Kinect for Windows' technology to new markets - and convince consumers and businesses to buy the company's hardware and make use of the potential apps.

Determine the temporal relation between the following event mentions.
- working [ei20]
- gets [ei19]

Use one of: BEFORE, AFTER, SIMULTANEOUS, UNKNOWN.","[[""working [ei20]"", ""gets [ei19]"", ""AFTER""]]","[[""working"", ""gets"", ""SIMULTANEOUS""]]",SIMULTANEOUS
te3_test_WSJ_20130318_731_l32,tempeval_relation,AFTER,SIMULTANEOUS,0,1,1,0.0,0.0,,0,0,"Title:
A New Game for Microsoft's Kinect

Passage:
What Microsoft gets are developers around the world working on ideas that could potentially open up Kinect for Windows' technology to new markets - and convince consumers and businesses to buy the company's hardware and make use of the potential apps.

Determine the temporal relation between the following event mentions.
- convince [ei22]
- open [ei21]

Use one of: BEFORE, AFTER, SIMULTANEOUS, UNKNOWN.","[[""convince [ei22]"", ""open [ei21]"", ""AFTER""]]","[[""convince [ei22]"", ""open [ei21]"", ""SIMULTANEOUS""]]",SIMULTANEOUS
te3_test_WSJ_20130318_731_l33,tempeval_relation,AFTER,AFTER,1,1,1,0.0,1.0,,0,0,"Title:
A New Game for Microsoft's Kinect

Passage:
What Microsoft gets are developers around the world working on ideas that could potentially open up Kinect for Windows' technology to new markets - and convince consumers and businesses to buy the company's hardware and make use of the potential apps.

Determine the temporal relation between the following event mentions.
- buy [ei23]
- convince [ei22]

Use one of: BEFORE, AFTER, SIMULTANEOUS, UNKNOWN.","[[""buy [ei23]"", ""convince [ei22]"", ""AFTER""]]","[[""convince [ei22]"", ""buy [ei23]"", ""BEFORE""]]",BEFORE
te3_test_WSJ_20130318_731_l38,tempeval_relation,AFTER,UNKNOWN,0,0,0,0.0,0.0,0,2,1,"Title:
A New Game for Microsoft's Kinect

Passage:
The Windows-ready Kinect sensor, which would be necessary for any business that wants to use these potential new technologies, is currently selling for $250 through Microsoft, more than twice what Microsoft charges for the gaming-only Xbox version.

Determine the temporal relation between the following event mentions.
- wants [ei26]
- $250 [ei28]

Use one of: BEFORE, AFTER, SIMULTANEOUS, UNKNOWN.","[[""wants [ei26]"", ""$250 [ei28]"", ""AFTER""]]","[[""wants"", ""$250"", ""UNKNOWN""]]",UNKNOWN
te3_test_WSJ_20130321_1145_l22,tempeval_relation,SIMULTANEOUS,UNKNOWN,0,0,0,0.0,0.0,0,2,1,"Title:
The Terminal Cancer Patient Who Won a Marathon

Passage:
But Iram Leon stands on the sidelines of his own race against time. Lodged in his brain is an untreatable and inoperable cancerous tumor that statistics suggest will kill him before he is 40, eight years from now. Medical science is advancing at a rate that doesn't preclude the development of a treatment, but it's not clear if it will come in time. ""No one knows what technology will be available in five years,"" said Allan Friedman, Duke University Hospital neurosurgeon in chief, who in 2011 removed as much of Leon's brain tumor as possible.

Determine the temporal relation between the following event mentions.
- advancing [ei10]
- said [ei15]

Use one of: BEFORE, AFTER, SIMULTANEOUS, UNKNOWN.","[[""advancing [ei10]"", ""said [ei15]"", ""SIMULTANEOUS""]]","[[""advancing"", ""said"", ""BEFORE""]]",BEFORE
te3_test_WSJ_20130321_1145_l23,tempeval_relation,AFTER,AFTER,1,1,1,1.0,1.0,,0,0,"Title:
The Terminal Cancer Patient Who Won a Marathon

Passage:
""No one knows what technology will be available in five years,"" said Allan Friedman, Duke University Hospital neurosurgeon in chief, who in 2011 removed as much of Leon's brain tumor as possible.

Determine the temporal relation between the following event mentions.
- available [ei14]
- said [ei15]

Use one of: BEFORE, AFTER, SIMULTANEOUS, UNKNOWN.","[[""available [ei14]"", ""said [ei15]"", ""AFTER""]]","[[""available [ei14]"", ""said [ei15]"", ""AFTER""]]",AFTER
te3_test_WSJ_20130321_1145_l38,tempeval_relation,AFTER,SIMULTANEOUS,0,1,1,0.0,0.0,,0,0,"Title:
The Terminal Cancer Patient Who Won a Marathon

Passage:
The torment of enduring that wait can paste a cancer patient to the couch, a surrender heavily associated with deadlier outcomes. Some seek escape in their careers, but that is no longer an option for Leon, who early this year was forced to step down as a juvenile probation officer in Travis County, Texas, a position he had held for almost seven years. His thinking is no longer clear, said Leon, adding, ""I was making too many mistakes on the stand.""

Determine the temporal relation between the following event mentions.
- adding [ei25]
- said [ei24]

Use one of: BEFORE, AFTER, SIMULTANEOUS, UNKNOWN.","[[""adding [ei25]"", ""said [ei24]"", ""AFTER""]]","[[""adding [ei25]"", ""said [ei24]"", ""SIMULTANEOUS""]]",SIMULTANEOUS
te3_test_WSJ_20130321_1145_l50,tempeval_relation,SIMULTANEOUS,SIMULTANEOUS,1,1,1,1.0,0.0,,0,0,"Title:
The Terminal Cancer Patient Who Won a Marathon

Passage:
But Leon can still run. Two years after his brain-cancer diagnosis, he recently ran a sub-five-minute mile for the first time since high school. What has startled the medical community even more is what Leon did this month in Beaumont, Texas. He won the Gusher Marathon, finishing in 3:07:35. That was one second slower than his personal record in the 26.2-mile event, set days before he underwent brain surgery in early 2011.

Determine the temporal relation between the following event mentions.
- finishing [ei31]
- won [ei30]

Use one of: BEFORE, AFTER, SIMULTANEOUS, UNKNOWN.","[[""finishing [ei31]"", ""won [ei30]"", ""SIMULTANEOUS""]]","[[""finishing [ei31]"", ""won [ei30]"", ""SIMULTANEOUS""]]",SIMULTANEOUS
te3_test_WSJ_20130321_1145_l53,tempeval_relation,AFTER,AFTER,1,1,1,1.0,1.0,,0,0,"Title:
The Terminal Cancer Patient Who Won a Marathon

Passage:
But Leon can still run. Two years after his brain-cancer diagnosis, he recently ran a sub-five-minute mile for the first time since high school. What has startled the medical community even more is what Leon did this month in Beaumont, Texas. He won the Gusher Marathon, finishing in 3:07:35. That was one second slower than his personal record in the 26.2-mile event, set days before he underwent brain surgery in early 2011.

Determine the temporal relation between the following event mentions.
- won [ei30]
- set [ei32]

Use one of: BEFORE, AFTER, SIMULTANEOUS, UNKNOWN.","[[""won [ei30]"", ""set [ei32]"", ""AFTER""]]","[[""won [ei30]"", ""set [ei32]"", ""AFTER""]]",AFTER
te3_test_WSJ_20130321_1145_l54,tempeval_relation,AFTER,UNKNOWN,0,0,0,0.0,0.0,0,2,1,"Title:
The Terminal Cancer Patient Who Won a Marathon

Passage:
But Leon can still run. Two years after his brain-cancer diagnosis, he recently ran a sub-five-minute mile for the first time since high school. What has startled the medical community even more is what Leon did this month in Beaumont, Texas. He won the Gusher Marathon, finishing in 3:07:35. That was one second slower than his personal record in the 26.2-mile event, set days before he underwent brain surgery in early 2011.

Determine the temporal relation between the following event mentions.
- surgery [ei33]
- set [ei32]

Use one of: BEFORE, AFTER, SIMULTANEOUS, UNKNOWN.","[[""surgery [ei33]"", ""set [ei32]"", ""AFTER""]]","[[""surgery"", ""set"", ""AFTER""]]",AFTER
te3_test_WSJ_20130322_159_l3,tempeval_relation,BEFORE,UNKNOWN,0,0,0,0.0,0.0,0,2,1,"Title:
Netanyahu Apologizes to Turkey for Deadly Ship Raid

Passage:
Israeli Prime Minister Benjamin Netanyahu apologized on Friday to Turkish Prime Minister Recep Tayyip Erdogan for a raid on a Turkish flotilla ship, a move that will help restore strained ties between the countries.

Determine the temporal relation between the following event mentions.
- raid [ei2]
- apologized [ei1]

Use one of: BEFORE, AFTER, SIMULTANEOUS, UNKNOWN.","[[""raid [ei2]"", ""apologized [ei1]"", ""BEFORE""]]","[[""raid"", ""apologized"", ""BEFORE""]]",BEFORE
te3_test_WSJ_20130322_159_l4,tempeval_relation,AFTER,UNKNOWN,0,0,0,0.0,0.0,0,2,1,"Title:
Netanyahu Apologizes to Turkey for Deadly Ship Raid

Passage:
Israeli Prime Minister Benjamin Netanyahu apologized on Friday to Turkish Prime Minister Recep Tayyip Erdogan for a raid on a Turkish flotilla ship, a move that will help restore strained ties between the countries.

Determine the temporal relation between the following event mentions.
- help [ei3]
- apologized [ei1]

Use one of: BEFORE, AFTER, SIMULTANEOUS, UNKNOWN.","[[""help [ei3]"", ""apologized [ei1]"", ""AFTER""]]","[[""help"", ""apologized"", ""AFTER""]]",AFTER
te3_test_WSJ_20130322_159_l7,tempeval_relation,SIMULTANEOUS,UNKNOWN,0,0,0,0.0,0.0,0,2,1,"Title:
Netanyahu Apologizes to Turkey for Deadly Ship Raid

Passage:
Israeli Prime Minister Benjamin Netanyahu apologized on Friday to Turkish Prime Minister Recep Tayyip Erdogan for a raid on a Turkish flotilla ship, a move that will help restore strained ties between the countries. The call, which happened as President Barack Obama wrapped up his first presidential visit to Israel, was an unexpected outcome from a Mideast trip that seemed to yield few concrete steps.

Determine the temporal relation between the following event mentions.
- apologized [ei1]
- outcome [ei8]

Use one of: BEFORE, AFTER, SIMULTANEOUS, UNKNOWN.","[[""apologized [ei1]"", ""outcome [ei8]"", ""SIMULTANEOUS""]]","[[""apologized"", ""outcome"", ""SIMULTANEOUS""]]",SIMULTANEOUS
