task_id,category,gold_label,predicted_label,label_correct,verifier_valid,trace_grounded,direct_f1,closure_f1,first_violation_step,num_violations,num_formula_violations,question,gold_relations,pred_edges,answer
te3_test_CNN_20130322_314_l111,tempeval_relation,AFTER,AFTER,1,1,1,0.0,1.0,,0,0,"Title:
Obama gets diplomatic coup before heading to refugee-flooded Jordan

Passage:
President Barack Obama arrived in refugee-flooded Jordan on Friday after scoring a diplomatic coup just before leaving Israel when Prime Minister Benjamin Netanyahu apologized to Turkey for a 2010 commando raid that killed nine activists on a Turkish vessel in a Gaza-bound flotilla. The apology, long sought by Turkish Prime Minister Recep Erdogan, eased strained feelings between Turkey and Israel, two vital U.S. allies in the Middle East.

Determine the temporal relation between the following event mentions.
- eased [ei9]
- apologized [ei5]

Use one of: BEFORE, AFTER, SIMULTANEOUS, UNKNOWN.","[[""eased [ei9]"", ""apologized [ei5]"", ""AFTER""]]","[[""apologized [ei5]"", ""eased [ei9]"", ""BEFORE""]]",BEFORE
te3_test_CNN_20130322_314_l112,tempeval_relation,BEFORE,BEFORE,1,1,1,1.0,1.0,,0,0,"Title:
Obama gets diplomatic coup before heading to refugee-flooded Jordan

Passage:
President Barack Obama arrived in refugee-flooded Jordan on Friday after scoring a diplomatic coup just before leaving Israel when Prime Minister Benjamin Netanyahu apologized to Turkey for a 2010 commando raid that killed nine activists on a Turkish vessel in a Gaza-bound flotilla. The apology, long sought by Turkish Prime Minister Recep Erdogan, eased strained feelings between Turkey and Israel, two vital U.S. allies in the Middle East. It happened in a phone call to Erdogan during a final meeting between Obama and Netanyahu at Ben Gurion International Airport in Tel Aviv minutes before Air Force One departed for Jordan to complete the president's Middle East swing. It is the first foreign trip of his second term. A statement from Netanyahu's office said the apology included an offer of compensation. However, there was confusion later when the Israeli government dropped a reference in its original statement to normalized relations between the countries with a return of ambassadors.

Determine the temporal relation between the following event mentions.
- apologized [ei5]
- statement [ei100]

Use one of: BEFORE, AFTER, SIMULTANEOUS, UNKNOWN.","[[""apologized [ei5]"", ""statement [ei100]"", ""BEFORE""]]","[[""apologized [ei5]"", ""statement [ei100]"", ""BEFORE""]]",BEFORE
te3_test_CNN_20130322_314_l113,tempeval_relation,BEFORE,BEFORE,1,1,1,1.0,1.0,,0,0,"Title:
Obama gets diplomatic coup before heading to refugee-flooded Jordan

Passage:
A statement from Netanyahu's office said the apology included an offer of compensation. However, there was confusion later when the Israeli government dropped a reference in its original statement to normalized relations between the countries with a return of ambassadors.

Determine the temporal relation between the following event mentions.
- statement [ei100]
- dropped [ei18]

Use one of: BEFORE, AFTER, SIMULTANEOUS, UNKNOWN.","[[""statement [ei100]"", ""dropped [ei18]"", ""BEFORE""]]","[[""statement [ei100]"", ""dropped [ei18]"", ""BEFORE""]]",BEFORE
te3_test_WSJ_20130318_731_l3,tempeval_relation,BEFORE,BEFORE,1,1,1,1.0,1.0,,0,0,"Title:
A New Game for Microsoft's Kinect

Passage:
Microsoft Corp. broke sales records in 2010 when it released its Kinect - a movement-tracking device that enabled Xbox users to play their favorite games through gestures alone, without need of a controller.

Determine the temporal relation between the following event mentions.
- released [ei2]
- broke [ei1]

Use one of: BEFORE, AFTER, SIMULTANEOUS, UNKNOWN.","[[""released [ei2]"", ""broke [ei1]"", ""BEFORE""]]","[[""released [ei2]"", ""broke [ei1]"", ""BEFORE""]]",BEFORE
te3_test_WSJ_20130318_731_l4,tempeval_relation,AFTER,AFTER,1,1,1,0.0,1.0,,0,0,"Title:
A New Game for Microsoft's Kinect

Passage:
Microsoft Corp. broke sales records in 2010 when it released its Kinect - a movement-tracking device that enabled Xbox users to play their favorite games through gestures alone, without need of a controller.

Determine the temporal relation between the following event mentions.
- enabled [ei3]
- released [ei2]

Use one of: BEFORE, AFTER, SIMULTANEOUS, UNKNOWN.","[[""enabled [ei3]"", ""released [ei2]"", ""AFTER""]]","[[""released [ei2]"", ""enabled [ei3]"", ""BEFORE""]]",BEFORE
te3_test_WSJ_20130318_731_l8,tempeval_relation,BEFORE,UNKNOWN,0,1,1,0.0,0.0,,0,0,"Title:
A New Game for Microsoft's Kinect

Passage:
Microsoft Corp. broke sales records in 2010 when it released its Kinect - a movement-tracking device that enabled Xbox users to play their favorite games through gestures alone, without need of a controller. Now, with the help of outside developers, the software giant is hoping to move the Kinect beyond gaming.

Determine the temporal relation between the following event mentions.
- broke [ei1]
- hoping [ei7]

Use one of: BEFORE, AFTER, SIMULTANEOUS, UNKNOWN.","[[""broke [ei1]"", ""hoping [ei7]"", ""BEFORE""]]",[],UNKNOWN
te3_test_WSJ_20130318_731_l9,tempeval_relation,SIMULTANEOUS,UNKNOWN,0,0,1,0.0,0.0,,1,0,"Title:
A New Game for Microsoft's Kinect

Passage:
Now, with the help of outside developers, the software giant is hoping to move the Kinect beyond gaming.

Determine the temporal relation between the following event mentions.
- help [ei6]
- hoping [ei7]

Use one of: BEFORE, AFTER, SIMULTANEOUS, UNKNOWN.","[[""help [ei6]"", ""hoping [ei7]"", ""SIMULTANEOUS""]]",[],UNKNOWN
te3_test_WSJ_20130318_731_l10,tempeval_relation,AFTER,UNKNOWN,0,0,1,0.0,0.0,,1,0,"Title:
A New Game for Microsoft's Kinect

Passage:
Now, with the help of outside developers, the software giant is hoping to move the Kinect beyond gaming.

Determine the temporal relation between the following event mentions.
- move [ei8]
- hoping [ei7]

Use one of: BEFORE, AFTER, SIMULTANEOUS, UNKNOWN.","[[""move [ei8]"", ""hoping [ei7]"", ""AFTER""]]",[],UNKNOWN
te3_test_WSJ_20130318_731_l1001,tempeval_relation,AFTER,UNKNOWN,0,1,1,0.0,0.0,,0,0,"Title:
A New Game for Microsoft's Kinect

Passage:
Microsoft is expanding into China with a company-funded incubator program for outside developers to build products based on Kinect technology for a range of industries including health care and retail.

Determine the temporal relation between the following event mentions.
- build [ei1000]
- expanding [ei9]

Use one of: BEFORE, AFTER, SIMULTANEOUS, UNKNOWN.","[[""build [ei1000]"", ""expanding [ei9]"", ""AFTER""]]",[],UNKNOWN
te3_test_WSJ_20130318_731_l12,tempeval_relation,SIMULTANEOUS,UNKNOWN,0,1,1,0.0,0.0,,0,0,"Title:
A New Game for Microsoft's Kinect

Passage:
Now, with the help of outside developers, the software giant is hoping to move the Kinect beyond gaming. Microsoft is expanding into China with a company-funded incubator program for outside developers to build products based on Kinect technology for a range of industries including health care and retail.

Determine the temporal relation between the following event mentions.
- hoping [ei7]
- expanding [ei9]

Use one of: BEFORE, AFTER, SIMULTANEOUS, UNKNOWN.","[[""hoping [ei7]"", ""expanding [ei9]"", ""SIMULTANEOUS""]]",[],UNKNOWN
te3_test_WSJ_20130318_731_l15,tempeval_relation,AFTER,UNKNOWN,0,0,1,0.0,0.0,,1,0,"Title:
A New Game for Microsoft's Kinect

Passage:
Microsoft is expanding into China with a company-funded incubator program for outside developers to build products based on Kinect technology for a range of industries including health care and retail. In the U.S., 11 companies were selected last year for the accelerator's first three-month class in Seattle, out of nearly 500 applicants. Microsoft said it has identified three companies for the China program to run through June.

Determine the temporal relation between the following event mentions.
- expanding [ei9]
- selected [ei10]

Use one of: BEFORE, AFTER, SIMULTANEOUS, UNKNOWN.","[[""expanding [ei9]"", ""selected [ei10]"", ""AFTER""]]",[],UNKNOWN
te3_test_WSJ_20130318_731_l18,tempeval_relation,SIMULTANEOUS,BEFORE,0,1,1,0.0,0.0,,0,0,"Title:
A New Game for Microsoft's Kinect

Passage:
In the U.S., 11 companies were selected last year for the accelerator's first three-month class in Seattle, out of nearly 500 applicants. Microsoft said it has identified three companies for the China program to run through June.

Determine the temporal relation between the following event mentions.
- selected [ei10]
- identified [ei12]

Use one of: BEFORE, AFTER, SIMULTANEOUS, UNKNOWN.","[[""selected [ei10]"", ""identified [ei12]"", ""SIMULTANEOUS""]]","[[""selected [ei10]"", ""identified [ei12]"", ""BEFORE""]]",BEFORE
te3_test_WSJ_20130318_731_l19,tempeval_relation,BEFORE,AFTER,0,1,1,0.0,0.0,,0,0,"Title:
A New Game for Microsoft's Kinect

Passage:
In the U.S., 11 companies were selected last year for the accelerator's first three-month class in Seattle, out of nearly 500 applicants. Microsoft said it has identified three companies for the China program to run through June.

Determine the temporal relation between the following event mentions.
- identified [ei12]
- said [ei11]

Use one of: BEFORE, AFTER, SIMULTANEOUS, UNKNOWN.","[[""identified [ei12]"", ""said [ei11]"", ""BEFORE""]]","[[""said [ei11]"", ""identified [ei12]"", ""BEFORE""]]",BEFORE
te3_test_WSJ_20130318_731_l20,tempeval_relation,AFTER,AFTER,1,1,1,0.0,1.0,,0,0,"Title:
A New Game for Microsoft's Kinect

Passage:
In the U.S., 11 companies were selected last year for the accelerator's first three-month class in Seattle, out of nearly 500 applicants. Microsoft said it has identified three companies for the China program to run through June.

Determine the temporal relation between the following event mentions.
- run [ei13]
- said [ei11]

Use one of: BEFORE, AFTER, SIMULTANEOUS, UNKNOWN.","[[""run [ei13]"", ""said [ei11]"", ""AFTER""]]","[[""said [ei11]"", ""run [ei13]"", ""BEFORE""]]",BEFORE
te3_test_WSJ_20130318_731_l22,tempeval_relation,BEFORE,BEFORE,1,1,1,1.0,1.0,,0,0,"Title:
A New Game for Microsoft's Kinect

Passage:
In the U.S., 11 companies were selected last year for the accelerator's first three-month class in Seattle, out of nearly 500 applicants. Microsoft said it has identified three companies for the China program to run through June. The company gives each participating startup in the Seattle program $20,000 to create software that can be used with Kinect for Windows, but it is isn't asking for any ownership stakes or intellectual property rights. Microsoft also doesn't have any veto power over the ideas.

Determine the temporal relation between the following event mentions.
- said [ei11]
- gives [ei14]

Use one of: BEFORE, AFTER, SIMULTANEOUS, UNKNOWN.","[[""said [ei11]"", ""gives [ei14]"", ""BEFORE""]]","[[""said [ei11]"", ""gives [ei14]"", ""BEFORE""]]",BEFORE
te3_test_WSJ_20130318_731_l23,tempeval_relation,AFTER,AFTER,1,1,1,0.0,1.0,,0,0,"Title:
A New Game for Microsoft's Kinect

Passage:
The company gives each participating startup in the Seattle program $20,000 to create software that can be used with Kinect for Windows, but it is isn't asking for any ownership stakes or intellectual property rights. Microsoft also doesn't have any veto power over the ideas.

Determine the temporal relation between the following event mentions.
- create [ei15]
- gives [ei14]

Use one of: BEFORE, AFTER, SIMULTANEOUS, UNKNOWN.","[[""create [ei15]"", ""gives [ei14]"", ""AFTER""]]","[[""gives [ei14]"", ""create [ei15]"", ""BEFORE""]]",BEFORE
te3_test_WSJ_20130318_731_l25,tempeval_relation,BEFORE,BEFORE,1,1,1,1.0,1.0,,0,0,"Title:
A New Game for Microsoft's Kinect

Passage:
The company gives each participating startup in the Seattle program $20,000 to create software that can be used with Kinect for Windows, but it is isn't asking for any ownership stakes or intellectual property rights. Microsoft also doesn't have any veto power over the ideas.

Determine the temporal relation between the following event mentions.
- asking [ei17]
- gives [ei14]

Use one of: BEFORE, AFTER, SIMULTANEOUS, UNKNOWN.","[[""asking [ei17]"", ""gives [ei14]"", ""BEFORE""]]","[[""asking [ei17]"", ""gives [ei14]"", ""BEFORE""]]",BEFORE
te3_test_WSJ_20130318_731_l27,tempeval_relation,SIMULTANEOUS,BEFORE,0,1,1,0.0,0.0,,0,0,"Title:
A New Game for Microsoft's Kinect

Passage:
The company gives each participating startup in the Seattle program $20,000 to create software that can be used with Kinect for Windows, but it is isn't asking for any ownership stakes or intellectual property rights. Microsoft also doesn't have any veto power over the ideas.

Determine the temporal relation between the following event mentions.
- gives [ei14]
- have [ei18]

Use one of: BEFORE, AFTER, SIMULTANEOUS, UNKNOWN.","[[""gives [ei14]"", ""have [ei18]"", ""SIMULTANEOUS""]]","[[""gives [ei14]"", ""have [ei18]"", ""BEFORE""]]",BEFORE
te3_test_WSJ_20130318_731_l29,tempeval_relation,SIMULTANEOUS,UNKNOWN,0,1,1,0.0,0.0,,0,0,"Title:
A New Game for Microsoft's Kinect

Passage:
The company gives each participating startup in the Seattle program $20,000 to create software that can be used with Kinect for Windows, but it is isn't asking for any ownership stakes or intellectual property rights. Microsoft also doesn't have any veto power over the ideas. What Microsoft gets are developers around the world working on ideas that could potentially open up Kinect for Windows' technology to new markets - and convince consumers and businesses to buy the company's hardware and make use of the potential apps.

Determine the temporal relation between the following event mentions.
- have [ei18]
- gets [ei19]

Use one of: BEFORE, AFTER, SIMULTANEOUS, UNKNOWN.","[[""have [ei18]"", ""gets [ei19]"", ""SIMULTANEOUS""]]",[],UNKNOWN
te3_test_WSJ_20130318_731_l30,tempeval_relation,AFTER,AFTER,1,1,1,0.0,1.0,,0,0,"Title:
A New Game for Microsoft's Kinect

Passage:
What Microsoft gets are developers around the world working on ideas that could potentially open up Kinect for Windows' technology to new markets - and convince consumers and businesses to buy the company's hardware and make use of the potential apps.

Determine the temporal relation between the following event mentions.
- working [ei20]
- gets [ei19]

Use one of: BEFORE, AFTER, SIMULTANEOUS, UNKNOWN.","[[""working [ei20]"", ""gets [ei19]"", ""AFTER""]]","[[""gets [ei19]"", ""working [ei20]"", ""BEFORE""]]",BEFORE
te3_test_WSJ_20130318_731_l31,tempeval_relation,AFTER,AFTER,1,1,1,0.0,1.0,,0,0,"Title:
A New Game for Microsoft's Kinect

Passage:
What Microsoft gets are developers around the world working on ideas that could potentially open up Kinect for Windows' technology to new markets - and convince consumers and businesses to buy the company's hardware and make use of the potential apps.

Determine the temporal relation between the following event mentions.
- open [ei21]
- gets [ei19]

Use one of: BEFORE, AFTER, SIMULTANEOUS, UNKNOWN.","[[""open [ei21]"", ""gets [ei19]"", ""AFTER""]]","[[""gets [ei19]"", ""open [ei21]"", ""BEFORE""]]",BEFORE
te3_test_WSJ_20130318_731_l32,tempeval_relation,AFTER,BEFORE,0,1,1,0.0,0.0,,0,0,"Title:
A New Game for Microsoft's Kinect

Passage:
What Microsoft gets are developers around the world working on ideas that could potentially open up Kinect for Windows' technology to new markets - and convince consumers and businesses to buy the company's hardware and make use of the potential apps.

Determine the temporal relation between the following event mentions.
- convince [ei22]
- open [ei21]

Use one of: BEFORE, AFTER, SIMULTANEOUS, UNKNOWN.","[[""convince [ei22]"", ""open [ei21]"", ""AFTER""]]","[[""open [ei21]"", ""convince [ei22]"", ""AFTER""]]",AFTER
te3_test_WSJ_20130318_731_l33,tempeval_relation,AFTER,UNKNOWN,0,1,1,0.0,0.0,,0,0,"Title:
A New Game for Microsoft's Kinect

Passage:
What Microsoft gets are developers around the world working on ideas that could potentially open up Kinect for Windows' technology to new markets - and convince consumers and businesses to buy the company's hardware and make use of the potential apps.

Determine the temporal relation between the following event mentions.
- buy [ei23]
- convince [ei22]

Use one of: BEFORE, AFTER, SIMULTANEOUS, UNKNOWN.","[[""buy [ei23]"", ""convince [ei22]"", ""AFTER""]]",[],UNKNOWN
te3_test_WSJ_20130318_731_l35,tempeval_relation,AFTER,AFTER,1,1,1,0.0,1.0,,0,0,"Title:
A New Game for Microsoft's Kinect

Passage:
What Microsoft gets are developers around the world working on ideas that could potentially open up Kinect for Windows' technology to new markets - and convince consumers and businesses to buy the company's hardware and make use of the potential apps.

Determine the temporal relation between the following event mentions.
- use [ei25]
- buy [ei23]

Use one of: BEFORE, AFTER, SIMULTANEOUS, UNKNOWN.","[[""use [ei25]"", ""buy [ei23]"", ""AFTER""]]","[[""buy [ei23]"", ""use [ei25]"", ""BEFORE""]]",BEFORE
te3_test_WSJ_20130318_731_l37,tempeval_relation,SIMULTANEOUS,UNKNOWN,0,1,1,0.0,0.0,,0,0,"Title:
A New Game for Microsoft's Kinect

Passage:
What Microsoft gets are developers around the world working on ideas that could potentially open up Kinect for Windows' technology to new markets - and convince consumers and businesses to buy the company's hardware and make use of the potential apps. The Windows-ready Kinect sensor, which would be necessary for any business that wants to use these potential new technologies, is currently selling for $250 through Microsoft, more than twice what Microsoft charges for the gaming-only Xbox version.

Determine the temporal relation between the following event mentions.
- gets [ei19]
- $250 [ei28]

Use one of: BEFORE, AFTER, SIMULTANEOUS, UNKNOWN.","[[""gets [ei19]"", ""$250 [ei28]"", ""SIMULTANEOUS""]]",[],UNKNOWN
te3_test_WSJ_20130318_731_l38,tempeval_relation,AFTER,UNKNOWN,0,1,1,0.0,0.0,,0,0,"Title:
A New Game for Microsoft's Kinect

Passage:
The Windows-ready Kinect sensor, which would be necessary for any business that wants to use these potential new technologies, is currently selling for $250 through Microsoft, more than twice what Microsoft charges for the gaming-only Xbox version.

Determine the temporal relation between the following event mentions.
- wants [ei26]
- $250 [ei28]

Use one of: BEFORE, AFTER, SIMULTANEOUS, UNKNOWN.","[[""wants [ei26]"", ""$250 [ei28]"", ""AFTER""]]",[],UNKNOWN
te3_test_WSJ_20130321_1145_l18,tempeval_relation,SIMULTANEOUS,UNKNOWN,0,1,1,0.0,0.0,,0,0,"Title:
The Terminal Cancer Patient Who Won a Marathon

Passage:
But Iram Leon stands on the sidelines of his own race against time. Lodged in his brain is an untreatable and inoperable cancerous tumor that statistics suggest will kill him before he is 40, eight years from now. Medical science is advancing at a rate that doesn't preclude the development of a treatment, but it's not clear if it will come in time.

Determine the temporal relation between the following event mentions.
- come [ei13]
- development [ei12]

Use one of: BEFORE, AFTER, SIMULTANEOUS, UNKNOWN.","[[""come [ei13]"", ""development [ei12]"", ""SIMULTANEOUS""]]",[],UNKNOWN
te3_test_WSJ_20130321_1145_l22,tempeval_relation,SIMULTANEOUS,UNKNOWN,0,1,1,0.0,0.0,,0,0,"Title:
The Terminal Cancer Patient Who Won a Marathon

Passage:
But Iram Leon stands on the sidelines of his own race against time. Lodged in his brain is an untreatable and inoperable cancerous tumor that statistics suggest will kill him before he is 40, eight years from now. Medical science is advancing at a rate that doesn't preclude the development of a treatment, but it's not clear if it will come in time. ""No one knows what technology will be available in five years,"" said Allan Friedman, Duke University Hospital neurosurgeon in chief, who in 2011 removed as much of Leon's brain tumor as possible.

Determine the temporal relation between the following event mentions.
- advancing [ei10]
- said [ei15]

Use one of: BEFORE, AFTER, SIMULTANEOUS, UNKNOWN.","[[""advancing [ei10]"", ""said [ei15]"", ""SIMULTANEOUS""]]",[],UNKNOWN
te3_test_WSJ_20130321_1145_l23,tempeval_relation,AFTER,AFTER,1,1,1,0.0,1.0,,0,0,"Title:
The Terminal Cancer Patient Who Won a Marathon

Passage:
""No one knows what technology will be available in five years,"" said Allan Friedman, Duke University Hospital neurosurgeon in chief, who in 2011 removed as much of Leon's brain tumor as possible.

Determine the temporal relation between the following event mentions.
- available [ei14]
- said [ei15]

Use one of: BEFORE, AFTER, SIMULTANEOUS, UNKNOWN.","[[""available [ei14]"", ""said [ei15]"", ""AFTER""]]","[[""said [ei15]"", ""available [ei14]"", ""BEFORE""]]",BEFORE
te3_test_WSJ_20130321_1145_l24,tempeval_relation,BEFORE,AFTER,0,1,1,0.0,0.0,,0,0,"Title:
The Terminal Cancer Patient Who Won a Marathon

Passage:
""No one knows what technology will be available in five years,"" said Allan Friedman, Duke University Hospital neurosurgeon in chief, who in 2011 removed as much of Leon's brain tumor as possible.

Determine the temporal relation between the following event mentions.
- removed [ei16]
- said [ei15]

Use one of: BEFORE, AFTER, SIMULTANEOUS, UNKNOWN.","[[""removed [ei16]"", ""said [ei15]"", ""BEFORE""]]","[[""said [ei15]"", ""removed [ei16]"", ""BEFORE""]]",BEFORE
te3_test_WSJ_20130321_1145_l38,tempeval_relation,AFTER,AFTER,1,1,1,0.0,1.0,,0,0,"Title:
The Terminal Cancer Patient Who Won a Marathon

Passage:
The torment of enduring that wait can paste a cancer patient to the couch, a surrender heavily associated with deadlier outcomes. Some seek escape in their careers, but that is no longer an option for Leon, who early this year was forced to step down as a juvenile probation officer in Travis County, Texas, a position he had held for almost seven years. His thinking is no longer clear, said Leon, adding, ""I was making too many mistakes on the stand.""

Determine the temporal relation between the following event mentions.
- adding [ei25]
- said [ei24]

Use one of: BEFORE, AFTER, SIMULTANEOUS, UNKNOWN.","[[""adding [ei25]"", ""said [ei24]"", ""AFTER""]]","[[""said [ei24]"", ""adding [ei25]"", ""BEFORE""]]",BEFORE
te3_test_WSJ_20130321_1145_l49,tempeval_relation,AFTER,UNKNOWN,0,1,1,0.0,0.0,,0,0,"Title:
The Terminal Cancer Patient Who Won a Marathon

Passage:
But Leon can still run. Two years after his brain-cancer diagnosis, he recently ran a sub-five-minute mile for the first time since high school. What has startled the medical community even more is what Leon did this month in Beaumont, Texas. He won the Gusher Marathon, finishing in 3:07:35. That was one second slower than his personal record in the 26.2-mile event, set days before he underwent brain surgery in early 2011.

Determine the temporal relation between the following event mentions.
- startled [ei29]
- won [ei30]

Use one of: BEFORE, AFTER, SIMULTANEOUS, UNKNOWN.","[[""startled [ei29]"", ""won [ei30]"", ""AFTER""]]",[],UNKNOWN
te3_test_WSJ_20130321_1145_l50,tempeval_relation,SIMULTANEOUS,BEFORE,0,1,1,0.0,0.0,,0,0,"Title:
The Terminal Cancer Patient Who Won a Marathon

Passage:
But Leon can still run. Two years after his brain-cancer diagnosis, he recently ran a sub-five-minute mile for the first time since high school. What has startled the medical community even more is what Leon did this month in Beaumont, Texas. He won the Gusher Marathon, finishing in 3:07:35. That was one second slower than his personal record in the 26.2-mile event, set days before he underwent brain surgery in early 2011.

Determine the temporal relation between the following event mentions.
- finishing [ei31]
- won [ei30]

Use one of: BEFORE, AFTER, SIMULTANEOUS, UNKNOWN.","[[""finishing [ei31]"", ""won [ei30]"", ""SIMULTANEOUS""]]","[[""won [ei30]"", ""finishing [ei31]"", ""AFTER""]]",AFTER
te3_test_WSJ_20130321_1145_l53,tempeval_relation,AFTER,BEFORE,0,1,1,0.0,0.0,,0,0,"Title:
The Terminal Cancer Patient Who Won a Marathon

Passage:
But Leon can still run. Two years after his brain-cancer diagnosis, he recently ran a sub-five-minute mile for the first time since high school. What has startled the medical community even more is what Leon did this month in Beaumont, Texas. He won the Gusher Marathon, finishing in 3:07:35. That was one second slower than his personal record in the 26.2-mile event, set days before he underwent brain surgery in early 2011.

Determine the temporal relation between the following event mentions.
- won [ei30]
- set [ei32]

Use one of: BEFORE, AFTER, SIMULTANEOUS, UNKNOWN.","[[""won [ei30]"", ""set [ei32]"", ""AFTER""]]","[[""set [ei32]"", ""won [ei30]"", ""AFTER""]]",AFTER
te3_test_WSJ_20130321_1145_l54,tempeval_relation,AFTER,AFTER,1,1,1,0.0,1.0,,0,0,"Title:
The Terminal Cancer Patient Who Won a Marathon

Passage:
But Leon can still run. Two years after his brain-cancer diagnosis, he recently ran a sub-five-minute mile for the first time since high school. What has startled the medical community even more is what Leon did this month in Beaumont, Texas. He won the Gusher Marathon, finishing in 3:07:35. That was one second slower than his personal record in the 26.2-mile event, set days before he underwent brain surgery in early 2011.

Determine the temporal relation between the following event mentions.
- surgery [ei33]
- set [ei32]

Use one of: BEFORE, AFTER, SIMULTANEOUS, UNKNOWN.","[[""surgery [ei33]"", ""set [ei32]"", ""AFTER""]]","[[""set [ei32]"", ""surgery [ei33]"", ""BEFORE""]]",BEFORE
te3_test_WSJ_20130322_159_l3,tempeval_relation,BEFORE,AFTER,0,1,1,0.0,0.0,,0,0,"Title:
Netanyahu Apologizes to Turkey for Deadly Ship Raid

Passage:
Israeli Prime Minister Benjamin Netanyahu apologized on Friday to Turkish Prime Minister Recep Tayyip Erdogan for a raid on a Turkish flotilla ship, a move that will help restore strained ties between the countries.

Determine the temporal relation between the following event mentions.
- raid [ei2]
- apologized [ei1]

Use one of: BEFORE, AFTER, SIMULTANEOUS, UNKNOWN.","[[""raid [ei2]"", ""apologized [ei1]"", ""BEFORE""]]","[[""apologized [ei1]"", ""raid [ei2]"", ""BEFORE""]]",BEFORE
te3_test_WSJ_20130322_159_l4,tempeval_relation,AFTER,AFTER,1,1,1,0.0,1.0,,0,0,"Title:
Netanyahu Apologizes to Turkey for Deadly Ship Raid

Passage:
Israeli Prime Minister Benjamin Netanyahu apologized on Friday to Turkish Prime Minister Recep Tayyip Erdogan for a raid on a Turkish flotilla ship, a move that will help restore strained ties between the countries.

Determine the temporal relation between the following event mentions.
- help [ei3]
- apologized [ei1]

Use one of: BEFORE, AFTER, SIMULTANEOUS, UNKNOWN.","[[""help [ei3]"", ""apologized [ei1]"", ""AFTER""]]","[[""apologized [ei1]"", ""help [ei3]"", ""BEFORE""]]",BEFORE
te3_test_WSJ_20130322_159_l5,tempeval_relation,AFTER,UNKNOWN,0,0,0,0.0,0.0,0,2,1,"Title:
Netanyahu Apologizes to Turkey for Deadly Ship Raid

Passage:
Israeli Prime Minister Benjamin Netanyahu apologized on Friday to Turkish Prime Minister Recep Tayyip Erdogan for a raid on a Turkish flotilla ship, a move that will help restore strained ties between the countries.

Determine the temporal relation between the following event mentions.
- restore [ei4]
- apologized [ei1]

Use one of: BEFORE, AFTER, SIMULTANEOUS, UNKNOWN.","[[""restore [ei4]"", ""apologized [ei1]"", ""AFTER""]]","[[""apologized"", ""restore"", ""AFTER""]]",AFTER
te3_test_WSJ_20130322_159_l7,tempeval_relation,SIMULTANEOUS,UNKNOWN,0,0,0,0.0,0.0,0,2,1,"Title:
Netanyahu Apologizes to Turkey for Deadly Ship Raid

Passage:
Israeli Prime Minister Benjamin Netanyahu apologized on Friday to Turkish Prime Minister Recep Tayyip Erdogan for a raid on a Turkish flotilla ship, a move that will help restore strained ties between the countries. The call, which happened as President Barack Obama wrapped up his first presidential visit to Israel, was an unexpected outcome from a Mideast trip that seemed to yield few concrete steps.

Determine the temporal relation between the following event mentions.
- apologized [ei1]
- outcome [ei8]

Use one of: BEFORE, AFTER, SIMULTANEOUS, UNKNOWN.","[[""apologized [ei1]"", ""outcome [ei8]"", ""SIMULTANEOUS""]]","[[""apologized"", ""outcome"", ""BEFORE""]]",BEFORE
te3_test_WSJ_20130322_159_l8,tempeval_relation,SIMULTANEOUS,BEFORE,0,1,1,0.0,0.0,,0,0,"Title:
Netanyahu Apologizes to Turkey for Deadly Ship Raid

Passage:
The call, which happened as President Barack Obama wrapped up his first presidential visit to Israel, was an unexpected outcome from a Mideast trip that seemed to yield few concrete steps.

Determine the temporal relation between the following event mentions.
- happened [ei5]
- outcome [ei8]

Use one of: BEFORE, AFTER, SIMULTANEOUS, UNKNOWN.","[[""happened [ei5]"", ""outcome [ei8]"", ""SIMULTANEOUS""]]","[[""happened [ei5]"", ""outcome [ei8]"", ""BEFORE""]]",BEFORE
te3_test_WSJ_20130322_159_l12,tempeval_relation,BEFORE,UNKNOWN,0,1,1,0.0,0.0,,0,0,"Title:
Netanyahu Apologizes to Turkey for Deadly Ship Raid

Passage:
The call, which happened as President Barack Obama wrapped up his first presidential visit to Israel, was an unexpected outcome from a Mideast trip that seemed to yield few concrete steps.

Determine the temporal relation between the following event mentions.
- seemed [ei10]
- outcome [ei8]

Use one of: BEFORE, AFTER, SIMULTANEOUS, UNKNOWN.","[[""seemed [ei10]"", ""outcome [ei8]"", ""BEFORE""]]",[],UNKNOWN
te3_test_WSJ_20130322_159_l13,tempeval_relation,BEFORE,AFTER,0,1,1,0.0,0.0,,0,0,"Title:
Netanyahu Apologizes to Turkey for Deadly Ship Raid

Passage:
The call, which happened as President Barack Obama wrapped up his first presidential visit to Israel, was an unexpected outcome from a Mideast trip that seemed to yield few concrete steps.

Determine the temporal relation between the following event mentions.
- yield [ei11]
- outcome [ei8]

Use one of: BEFORE, AFTER, SIMULTANEOUS, UNKNOWN.","[[""yield [ei11]"", ""outcome [ei8]"", ""BEFORE""]]","[[""outcome [ei8]"", ""yield [ei11]"", ""BEFORE""]]",BEFORE
